Tid,起点,駅からの距離,店舗名,ジャンル,住所,座数,lunch_from,lunch_to,dinner_from,dinner_to,dinner_ave,元値,集計用,営業(年),営業(月),url,業態_集計用,食べログ業種_大,食べログ業種_中,食べログ業種_小,評価
28057309,西宮北口駅,165,京宴 西宮北口店,居酒屋、魚介料理・海鮮料理、寿司,兵庫県西宮市甲風園1-6-6 エクセル北口 3F,67,-,-,3000,3999,"3,500",2020年6月23日,2020年6月23日,2,5,https://tabelog.com/hyogo/A2803/A280301/28057309/,居酒屋・バル,居酒屋,魚介料理・海鮮料理,寿司,3.01
28061077,西宮北口駅,126,大衆酒場 天神大ホール 西宮北口店,居酒屋、魚介料理・海鮮料理、焼鳥,兵庫県西宮市甲風園1-4-11 スワンビル 1F～2F,118,"2,000",2999,2000,2999,"2,500",2021年10月22日,2021年10月22日,1,1,https://tabelog.com/hyogo/A2803/A280301/28061077/,居酒屋・バル,居酒屋,魚介料理・海鮮料理,焼鳥,3.25
28053055,西宮北口駅,76,goodspoon 阪急西宮ガーデンズゲート館店,イタリアン、カフェ、バル・バール,兵庫県西宮市高松町5-22 阪急西宮ガーデンズゲート館 3,72,"1,000",1999,3000,3999,"3,500",2018年11月21日,2018年11月21日,4,0,https://tabelog.com/hyogo/A2803/A280301/28053055/,洋食,イタリアン,カフェ,バル・バール,3.4
28064012,西宮北口駅,126,まさや 阪急西宮北口店,焼鳥、鳥料理、居酒屋,兵庫県西宮市甲風園1-4-11 スワンビル 1F,106,-,-,2000,2999,"2,500",2022年7月4日,2022年7月4日,0,4,https://tabelog.com/hyogo/A2803/A280301/28064012/,居酒屋・バル,焼鳥,鳥料理,居酒屋,3.15
28046749,西宮北口駅,144,ラクレットチーズ&魚×肉バル トロロッソ,ダイニングバー、韓国料理、ビストロ,兵庫県西宮市甲風園1-4-7 谷口ビル 1F,30,"1,000",1999,3000,3999,"3,500",2016年6月15日,2016年6月15日,6,5,https://tabelog.com/hyogo/A2803/A280301/28046749/,居酒屋・バル,ダイニングバー,韓国料理,ビストロ,3.25
28026237,西宮北口駅,112,ぢどり亭 西宮北口店,居酒屋、焼鳥,兵庫県西宮市甲風園1-5-19,36,-,-,3000,3999,"3,500",2010年6月1日,2010年6月1日,12,5,https://tabelog.com/hyogo/A2803/A280301/28026237/,居酒屋・バル,居酒屋,,,3
28009165,西宮北口駅,707,フォルクス 西宮店,ファミレス、ステーキ、ハンバーグ,兵庫県西宮市能登町5-8,98,"1,000",1999,2000,2999,"2,500",,,,,https://tabelog.com/hyogo/A2803/A280301/28009165/,その他,ファミレス,ステーキ,ハンバーグ,3.05
28011823,西宮北口駅,364,天ぷら専門 多から,天ぷら、居酒屋、寿司,兵庫県西宮市長田町1-28,11,"3,000",3999,6000,7999,"7,000",2018年3月1日,2018年3月1日,4,8,https://tabelog.com/hyogo/A2803/A280301/28011823/,和食,天ぷら,居酒屋,寿司,3.52
28054137,西宮北口駅,217,くし菜 西宮北口店,おでん、串揚げ・串かつ、魚介料理・海鮮料理,兵庫県西宮市甲風園1-9-8 睦ビル 1F,15,"1,000",1999,2000,2999,"2,500",2019年2月26日,2019年2月26日,3,9,https://tabelog.com/hyogo/A2803/A280301/28054137/,和食,おでん,串揚げ・串かつ,魚介料理・海鮮料理,3.34
28026680,西宮北口駅,260,宮崎地鶏 炭焼ばる ファイアーバード,焼鳥、居酒屋、創作料理,兵庫県西宮市甲風園1-10-8 B1F,24,-,-,3000,3999,"3,500",2010年7月7日,2010年7月7日,12,4,https://tabelog.com/hyogo/A2803/A280301/28026680/,居酒屋・バル,焼鳥,居酒屋,創作料理,3.38
28018307,西宮北口駅,166,磯浜,魚介料理・海鮮料理、寿司、居酒屋,兵庫県西宮市甲風園1-6-6,52,-,-,4000,4999,"4,500",,,,,https://tabelog.com/hyogo/A2803/A280301/28018307/,和食,魚介料理・海鮮料理,寿司,居酒屋,3.36
28045551,西宮北口駅,131,つくねや 本店,焼鳥、炭火焼き、居酒屋,兵庫県西宮市甲風園1-5-4 はつせビル 4F,36,-,-,3000,3999,"3,500",,,,,https://tabelog.com/hyogo/A2803/A280301/28045551/,居酒屋・バル,焼鳥,炭火焼き,居酒屋,3
28062773,西宮北口駅,193,海鮮肉炉端 ひぐま一家,居酒屋、魚介料理・海鮮料理、ろばた焼き,兵庫県西宮市甲風園1-7-1 カサ・マドンナビル 1F,29,-,-,3000,3999,"3,500",2022年2月1日,2022年2月1日,0,9,https://tabelog.com/hyogo/A2803/A280301/28062773/,居酒屋・バル,居酒屋,魚介料理・海鮮料理,ろばた焼き,-
28042963,西宮北口駅,154,窯焼ピッツァ＆肉バル ビステッカ 西宮北口店,ダイニングバー、ステーキ、イタリアン,兵庫県西宮市高松町10-8 金森ビル 1F,30,"1,000",1999,3000,3999,"3,500",2015年4月3日,2015年4月3日,7,7,https://tabelog.com/hyogo/A2803/A280301/28042963/,居酒屋・バル,ダイニングバー,ステーキ,イタリアン,3.17
28053830,西宮北口駅,395,鉄板焼 鶏料理 かしわ 阪急西宮ガーデンズ店,鳥料理、居酒屋、焼鳥,兵庫県西宮市高松町14-2 阪急西宮ガーデンズ 4F,62,"1,000",1999,3000,3999,"3,500",2019年3月20日,2019年3月20日,3,8,https://tabelog.com/hyogo/A2803/A280301/28053830/,居酒屋・バル,鳥料理,居酒屋,焼鳥,3.23
28032540,西宮北口駅,154,野菜ビストロ レギューム,フレンチ、ビストロ、イタリアン,兵庫県西宮市高松町5-39 なでしこビル 8F,52,"2,000",2999,4000,4999,"4,500",2011年11月9日,2011年11月9日,11,0,https://tabelog.com/hyogo/A2803/A280301/28032540/,洋食,フレンチ,ビストロ,イタリアン,3.45
28049736,西宮北口駅,149,ヒサゴヤ,居酒屋、日本酒バー、鳥料理,兵庫県西宮市甲風園1-6-9 スクエヤー甲風 B1F,28,"2,000",2999,3000,3999,"3,500",2016年12月24日,2016年12月24日,5,11,https://tabelog.com/hyogo/A2803/A280301/28049736/,居酒屋・バル,居酒屋,日本酒バー,鳥料理,3.08
28063914,西宮北口駅,105,藁焼きと串 一本丸,居酒屋、串揚げ・串かつ、魚介料理・海鮮料理,兵庫県西宮市甲風園1-1-6,45,-,-,2000,2999,"2,500",2022年6月21日,2022年6月21日,0,5,https://tabelog.com/hyogo/A2803/A280301/28063914/,居酒屋・バル,居酒屋,串揚げ・串かつ,魚介料理・海鮮料理,3.03
28057641,西宮北口駅,149,神戸BBステーキ,ステーキ、ハンバーグ、弁当,兵庫県西宮市北口町1-1 アクタ西宮 西館 1F,16,"1,000",1999,1000,1999,"1,500",2020年5月8日,2020年5月8日,2,6,https://tabelog.com/hyogo/A2803/A280301/28057641/,洋食,ステーキ,ハンバーグ,弁当,3.35
28031489,西宮北口駅,252,キッチン&バル KANON,居酒屋、もつ鍋、手羽先,兵庫県西宮市南昭和町10-10 2F,30,-,-,3000,3999,"3,500",2011年7月9日,2011年7月9日,11,4,https://tabelog.com/hyogo/A2803/A280301/28031489/,居酒屋・バル,居酒屋,もつ鍋,手羽先,3.06
28054324,西宮北口駅,390,廣東料理 水蓮月 阪急西宮ガーデンズ店,中華料理,兵庫県西宮市高松町14-2 阪急西宮ガーデンズ,65,"1,000",1999,3000,3999,"3,500",2019年4月9日,2019年4月9日,3,7,https://tabelog.com/hyogo/A2803/A280301/28054324/,居酒屋・バル,中華料理,,,3.5
28035317,西宮北口駅,125,くいもの屋 わん 西宮北口店,居酒屋、和食（その他）、魚介料理・海鮮料理,兵庫県西宮市甲風園1-4-11 スワンビル 5F,86,-,-,3000,3999,"3,500",2012年9月8日,2012年9月8日,10,2,https://tabelog.com/hyogo/A2803/A280301/28035317/,居酒屋・バル,居酒屋,和食（その他）,魚介料理・海鮮料理,3.01
28050345,西宮北口駅,230,イタリアンバール バルザル 西宮北口店,バル・バール、イタリアン、居酒屋,兵庫県西宮市甲風園1-8-11 エビータの森 1F,58,"1,000",1999,3000,3999,"3,500",2017年12月1日,2017年12月1日,4,11,https://tabelog.com/hyogo/A2803/A280301/28050345/,居酒屋・バル,バル・バール,イタリアン,居酒屋,3.03
28054350,西宮北口駅,179,沖縄居酒屋×泡盛 はいさい！たかちゃん家,居酒屋、沖縄料理、バル・バール,兵庫県西宮市甲風園1-6-2 セントラルビル 1F,30,-,-,2000,2999,"2,500",,,,,https://tabelog.com/hyogo/A2803/A280301/28054350/,居酒屋・バル,居酒屋,沖縄料理,バル・バール,3.09
28033226,西宮北口駅,162,悠香園,中華料理、居酒屋,兵庫県西宮市北口町1 アクタ西宮西館1F,40,"1,000",1999,2000,2999,"2,500",2012年1月17日,2012年1月17日,10,10,https://tabelog.com/hyogo/A2803/A280301/28033226/,居酒屋・バル,中華料理,,,3.48
28053757,西宮北口駅,112,餃子ノ酒場 すえひろ,居酒屋、餃子、中華料理,兵庫県西宮市甲風園1-3-12,29,1000,1999,2000,2999,"2,500",2019年1月23日,2019年1月23日,3,10,https://tabelog.com/hyogo/A2803/A280301/28053757/,居酒屋・バル,居酒屋,餃子,中華料理,3.21
28047894,西宮北口駅,328,魚盛 阪急西宮ガーデンズ店,魚介料理・海鮮料理、居酒屋、日本酒バー,兵庫県西宮市高松町14-2 阪急西宮ガーデンズ 4F,112,"1,000",1999,2000,2999,"2,500",2016年12月12日,2016年12月12日,5,11,https://tabelog.com/hyogo/A2803/A280301/28047894/,和食,魚介料理・海鮮料理,居酒屋,日本酒バー,3.22
28037027,西宮北口駅,177,鉄板ビストロ Omar's 西宮北口店,ダイニングバー、居酒屋、鉄板焼き,兵庫県西宮市高松町10-9,60,-,-,3000,3999,"3,500",2013年2月5日,2013年2月5日,9,9,https://tabelog.com/hyogo/A2803/A280301/28037027/,居酒屋・バル,ダイニングバー,居酒屋,鉄板焼き,3.22
28011149,西宮北口駅,198,よだきんぼ,焼鳥、鍋（その他）、居酒屋,兵庫県西宮市甲風園1-7-1 カサ・マドンナビル 2F,20,-,-,3000,3999,"3,500",2000年5月14日,2000年5月14日,22,6,https://tabelog.com/hyogo/A2803/A280301/28011149/,居酒屋・バル,焼鳥,鍋（その他）,居酒屋,3.23
28046338,西宮北口駅,181,だんらん処 心,居酒屋、魚介料理・海鮮料理、和食（その他）,兵庫県西宮市甲風園1-6-4 エステートイザワビル 2F,26,-,999,3000,3999,"3,500",2016年2月11日,2016年2月11日,6,9,https://tabelog.com/hyogo/A2803/A280301/28046338/,居酒屋・バル,居酒屋,魚介料理・海鮮料理,和食（その他）,3.62
28058022,西宮北口駅,185,中華屋食堂 shin-shin,居酒屋、餃子、小籠包,兵庫県西宮市甲風園1-6-2 セントラルビル 1F,16,1000,1999,2000,2999,"2,500",,,,,https://tabelog.com/hyogo/A2803/A280301/28058022/,居酒屋・バル,居酒屋,餃子,小籠包,3.23
28046051,西宮北口駅,375,インザグリーンガーデンズ 西宮ガーデンズ店,ピザ、イタリアン、カフェ,兵庫県西宮市高松町14-2 阪急西宮ガーデンズ 4F,60,"1,000",1999,2000,2999,"2,500",2016年4月28日,2016年4月28日,6,7,https://tabelog.com/hyogo/A2803/A280301/28046051/,洋食,ピザ,イタリアン,カフェ,3.34
28041244,西宮北口駅,424,スモキチ,バル・バール、洋食・欧風料理（その他）、西洋各国料理（その他）,兵庫県西宮市深津町3-19 KEマンション,18,-,-,2000,2999,"2,500",2014年7月25日,2014年7月25日,8,4,https://tabelog.com/hyogo/A2803/A280301/28041244/,居酒屋・バル,バル・バール,洋食・欧風料理（その他）,西洋各国料理（その他）,3.35
28063635,西宮北口駅,135,すし酒場 さしす 西宮北口店,居酒屋、寿司、魚介料理・海鮮料理,兵庫県西宮市甲風園1-5-5 増田ビル 1F,50,-,-,2000,2999,"2,500",2022年6月9日,2022年6月9日,0,5,https://tabelog.com/hyogo/A2803/A280301/28063635/,居酒屋・バル,居酒屋,寿司,魚介料理・海鮮料理,3.3
28053371,西宮北口駅,95,GRANNY SMITH APPLE PIE & COFFEE 西宮店,カフェ、ケーキ、洋菓子（その他）,兵庫県西宮市高松町5-22 阪急西宮ガーデンズ ゲート館 ,40,"1,000",1999,1000,1999,"1,500",2018年11月21日,2018年11月21日,4,0,https://tabelog.com/hyogo/A2803/A280301/28053371/,その他,カフェ,ケーキ,洋菓子（その他）,3.56
28034236,西宮北口駅,165,バスクバル・チャコリ,スペイン料理、バル・バール、居酒屋,兵庫県西宮市甲風園1-6-6 エクセル北口 １Ｆ,25,"1,000",1999,4000,4999,"4,500",2012年4月27日,2012年4月27日,10,7,https://tabelog.com/hyogo/A2803/A280301/28034236/,多国籍料理,スペイン料理,バル・バール,居酒屋,3.34
28012742,西宮北口駅,498,寿司割烹 松葉,寿司、懐石・会席料理、割烹・小料理,兵庫県西宮市北口町17-6,28,"5,000",5999,8000,9999,"9,000",1959年6月1日,1959年6月1日,63,5,https://tabelog.com/hyogo/A2803/A280301/28012742/,和食,寿司,懐石・会席料理,割烹・小料理,3.2
28009144,西宮北口駅,165,ザザ,ワインバー、ダイニングバー、イタリアン,兵庫県西宮市甲風園1-6-6 エクセル北口Ｂ１,16,-,-,5000,5999,"5,500",2002年4月1日,2002年4月1日,20,7,https://tabelog.com/hyogo/A2803/A280301/28009144/,その他,ワインバー,ダイニングバー,イタリアン,3.43
28006635,西宮北口駅,101,きてや,焼鳥、和食（その他）、居酒屋,兵庫県西宮市甲風園1-3-11,70,-,-,2000,2999,"2,500",,,,,https://tabelog.com/hyogo/A2803/A280301/28006635/,居酒屋・バル,焼鳥,和食（その他）,居酒屋,3.25
28002466,西宮北口駅,301,パスタピッコラ,イタリアン、パスタ、ピザ,兵庫県西宮市南昭和町9-8 パールビル 1F,24,"1,000",1999,3000,3999,"3,500",,,,,https://tabelog.com/hyogo/A2803/A280301/28002466/,洋食,イタリアン,パスタ,ピザ,3.54
28047104,西宮北口駅,230,炭火焼肉・にくなべ屋 神戸びいどろ 西宮北口店,焼肉、もつ鍋、鍋（その他）,兵庫県西宮市甲風園1-8-11 エビータの森 3F,105,-,-,4000,4999,"4,500",2016年8月30日,2016年8月30日,6,3,https://tabelog.com/hyogo/A2803/A280301/28047104/,焼肉・ホルモン,焼肉,もつ鍋,鍋（その他）,3.1
28059653,西宮北口駅,140,炙りもも一本焼専門店 千本鶏,居酒屋、焼鳥、鳥料理,兵庫県西宮市甲風園1-4-15 1F,38,-,-,3000,3999,"3,500",2021年3月19日,2021年3月19日,1,8,https://tabelog.com/hyogo/A2803/A280301/28059653/,居酒屋・バル,居酒屋,焼鳥,鳥料理,3.15
28053011,西宮北口駅,104,YEBISU BAR 阪急西宮ガーデンズ ゲート館店,ビアバー、ビアホール・ビアレストラン、ダイニングバー,兵庫県西宮市高松町5-22,61,-,999,2000,2999,"2,500",2018年11月21日,2018年11月21日,4,0,https://tabelog.com/hyogo/A2803/A280301/28053011/,居酒屋・バル,ビアバー,ビアホール・ビアレストラン,ダイニングバー,3.17
28060518,西宮北口駅,328,江戸前うなぎ かわ祥 阪急西宮ガーデンズ店,うなぎ,兵庫県西宮市高松町14-2-421 ダイニングレジデンス ,56,"3,000",3999,4000,4999,"4,500",2021年6月8日,2021年6月8日,1,5,https://tabelog.com/hyogo/A2803/A280301/28060518/,和食,うなぎ,,,3.21
28002930,西宮北口駅,136,アイリッシュカフェ＆レストラン カプリシカ,ビアホール・ビアレストラン、カフェ、スポーツバー,兵庫県西宮市甲風園1-4-15,72,-,999,2000,2999,"2,500",,,,,https://tabelog.com/hyogo/A2803/A280301/28002930/,居酒屋・バル,ビアホール・ビアレストラン,カフェ,スポーツバー,3.42
28031158,西宮北口駅,181,鯛めしと炭焼き たつあん,魚介料理・海鮮料理、和食（その他）、割烹・小料理,兵庫県西宮市甲風園1-6-4 エステートイザワビル1F,18,"1,000",1999,5000,5999,"5,500",2011年6月1日,2011年6月1日,11,5,https://tabelog.com/hyogo/A2803/A280301/28031158/,和食,魚介料理・海鮮料理,和食（その他）,割烹・小料理,3.52
28049655,西宮北口駅,238,鮨・酒・肴 杉玉 西宮北口,寿司、居酒屋、魚介料理・海鮮料理,兵庫県西宮市甲風園1-10-1 甲風ビル 1F,55,"1,000",1999,3000,3999,"3,500",2017年8月30日,2017年8月30日,5,3,https://tabelog.com/hyogo/A2803/A280301/28049655/,和食,寿司,居酒屋,魚介料理・海鮮料理,3.37
28006625,西宮北口駅,137,鳥半 本店,焼鳥、居酒屋、ラーメン,兵庫県西宮市甲風園1-4-15,46,-,-,3000,3999,"3,500",,,,,https://tabelog.com/hyogo/A2803/A280301/28006625/,居酒屋・バル,焼鳥,居酒屋,ラーメン,3.32
28060519,西宮北口駅,328,すき焼き・しゃぶしゃぶ すみれ 阪急西宮ガーデンズ店,しゃぶしゃぶ、すき焼き、和食（その他）,兵庫県西宮市高松町14-2-421 ダイニングレジデンス ,44,"1,000",1999,5000,5999,"5,500",2021年6月8日,2021年6月8日,1,5,https://tabelog.com/hyogo/A2803/A280301/28060519/,居酒屋・バル,しゃぶしゃぶ,すき焼き,和食（その他）,3.11
28050771,西宮北口駅,129,にわ とりのすけ 西宮北口店,焼鳥、鍋（その他）、居酒屋,兵庫県西宮市高松町10-3 美津馬ビル 1F,43,-,999,3000,3999,"3,500",2017年12月15日,2017年12月15日,4,11,https://tabelog.com/hyogo/A2803/A280301/28050771/,居酒屋・バル,焼鳥,鍋（その他）,居酒屋,3.03
28057989,西宮北口駅,179,焼肉ホルモン 大松 西宮北口店,焼肉、ホルモン、居酒屋,兵庫県西宮市甲風園1-7-12 アイエフビル 1F,65,2000,2999,2000,2999,"2,500",2020年8月26日,2020年8月26日,2,3,https://tabelog.com/hyogo/A2803/A280301/28057989/,焼肉・ホルモン,焼肉,ホルモン,居酒屋,3.35
28059281,西宮北口駅,132,鉄板焼工房まるしけ?,お好み焼き、鉄板焼き、居酒屋,兵庫県西宮市高松町10-4 井上ビル 2F,27,-,-,4000,4999,"4,500",2020年12月15日,2020年12月15日,1,11,https://tabelog.com/hyogo/A2803/A280301/28059281/,居酒屋・バル,お好み焼き,鉄板焼き,居酒屋,3.08
28062984,西宮北口駅,128,韓国居酒屋 ENG パッサン 西宮北口店,韓国料理、焼肉、居酒屋,兵庫県西宮市甲風園1-5-4 HATSUSEビル 1F,45,-,-,3000,3999,"3,500",2022年3月3日,2022年3月3日,0,8,https://tabelog.com/hyogo/A2803/A280301/28062984/,多国籍料理,韓国料理,焼肉,居酒屋,-
28008053,西宮北口駅,174,阿古,居酒屋、創作料理、ダイニングバー,兵庫県西宮市甲風園1-6-5 エトレビル1F,18,-,-,3000,3999,"3,500",,,,,https://tabelog.com/hyogo/A2803/A280301/28008053/,居酒屋・バル,居酒屋,創作料理,ダイニングバー,3.24
28033250,西宮北口駅,197,真,居酒屋、魚介料理・海鮮料理、鍋（その他）,兵庫県西宮市甲風園1-7-1 カサ・マドンナビル 3F,18,-,-,4000,4999,"4,500",,,,,https://tabelog.com/hyogo/A2803/A280301/28033250/,居酒屋・バル,居酒屋,魚介料理・海鮮料理,鍋（その他）,3.54
28045762,西宮北口駅,189,MONDIAL KAFFEE328 Diamond cross,カフェ,兵庫県西宮市甲風園1-9-3 プラザビル1F,18,-,999,-,999,999,2016年3月28日,2016年3月28日,6,8,https://tabelog.com/hyogo/A2803/A280301/28045762/,その他,カフェ,,,3.28
28053549,西宮北口駅,372,ビストロ ラ テラコッタ,フレンチ、ビストロ、イタリアン,兵庫県西宮市高松町7-36 FELIZ西宮北口 1F,24,"1,000",1999,3000,3999,"3,500",2018年12月9日,2018年12月9日,3,11,https://tabelog.com/hyogo/A2803/A280301/28053549/,洋食,フレンチ,ビストロ,イタリアン,3.33
28002360,西宮北口駅,185,おにぎり家 一粒 西宮店,おにぎり,兵庫県西宮市北口町1-1 アクタ西宮西館 1F,0,-,999,-,999,999,,,,,https://tabelog.com/hyogo/A2803/A280301/28002360/,テイクアウト,おにぎり,,,3.19
28009297,西宮北口駅,342,グラマシーニューヨーク 西宮阪急店,ケーキ,兵庫県西宮市高松町14-1 西宮阪急 1F,0,3000,3999,-,-,,2008年11月27日,2008年11月27日,14,0,https://tabelog.com/hyogo/A2803/A280301/28009297/,テイクアウト,ケーキ,,,3.07
28053998,西宮北口駅,308,発酵食カフェ フィグ プレート,自然食、弁当、カフェ,兵庫県西宮市甲風園1-12-16 それいゆ甲風園 1F,18,"1,000",1999,2000,2999,"2,500",2018年10月4日,2018年10月4日,4,1,https://tabelog.com/hyogo/A2803/A280301/28053998/,その他,自然食,弁当,カフェ,3.2
28010195,西宮北口駅,370,御座候 西宮阪急店,たい焼き・大判焼き、和菓子,兵庫県西宮市高松町14-1 西宮阪急 1F,,-,999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280301/28010195/,テイクアウト,たい焼き・大判焼き,,,3.03
28006418,西宮北口駅,181,桜咲くころ,焼鳥、居酒屋、創作料理,兵庫県西宮市甲風園1-7-10,30,-,-,3000,3999,"3,500",,,,,https://tabelog.com/hyogo/A2803/A280301/28006418/,居酒屋・バル,焼鳥,居酒屋,創作料理,3.34
28046763,西宮北口駅,327,ルスード チェサピーク 西宮阪急店,フレンチ,兵庫県西宮市高松町14-1 西宮阪急 3F,,4000,4999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280301/28046763/,洋食,フレンチ,,,3.21
28008335,西宮北口駅,771,ガスト 西宮北口店,ファミレス,兵庫県西宮市高木東町22-28,120,-,999,1000,1999,"1,500",,,,,https://tabelog.com/hyogo/A2803/A280301/28008335/,その他,ファミレス,,,3.05
28062803,西宮北口駅,442,麺屋 NOROMA 西宮ガーデンズ店,ラーメン、つけ麺,兵庫県西宮市高松町14-2 阪急西宮ガーデンズ 東モール ,0,"1,000",1999,-,999,999,2022年2月14日,2022年2月14日,0,9,https://tabelog.com/hyogo/A2803/A280301/28062803/,ラーメン,ラーメン,,,3.47
28048814,西宮北口駅,403,春水堂 西宮ガーデンズ店,カフェ、スイーツ（その他）、台湾料理,兵庫県西宮市高松町14番2号 阪急西宮ガーデンズ 1F フ,0,-,999,-,999,999,2017年4月25日,2017年4月25日,5,7,https://tabelog.com/hyogo/A2803/A280301/28048814/,その他,カフェ,スイーツ（その他）,台湾料理,3.12
28045874,西宮北口駅,386,割烹そば 神田 阪急西宮ガーデンズ店,そば、割烹・小料理,兵庫県西宮市高松町14-2 阪急西宮ガーデンズ 4F,60,"1,000",1999,2000,2999,"2,500",2016年3月24日,2016年3月24日,6,8,https://tabelog.com/hyogo/A2803/A280301/28045874/,和食,そば,,,3.37
28003168,西宮北口駅,258,和素材料理とお酒 くさび,ダイニングバー、居酒屋、創作料理,兵庫県西宮市南昭和町10-10 カサマドンナビル３　Ｂ１Ｆ,34,-,-,4000,4999,"4,500",,,,,https://tabelog.com/hyogo/A2803/A280301/28003168/,居酒屋・バル,ダイニングバー,居酒屋,創作料理,3.44
28009345,西宮北口駅,367,浪花串家物語 阪急西宮ガーデンズ店,串揚げ・串かつ、居酒屋、バイキング,兵庫県西宮市高松町14-2 阪急西宮ガーデンズ 4F,84,"1,000",1999,2000,2999,"2,500",2008年11月26日,2008年11月26日,14,0,https://tabelog.com/hyogo/A2803/A280301/28009345/,居酒屋・バル,串揚げ・串かつ,居酒屋,バイキング,3.03
